customer_id,name,age,gender,city,latitude,longitude,phone,email,signup_date,is_active,recency_days,frequency,monetary,avg_order_value,avg_discount_used,preferred_payment,cuisine_variety,first_order_date,last_order_date,days_since_first,customer_segment,customer_tenure_months,avg_order_frequency_days
CUST_00027,Gary Owens,26,Male,Chandigarh,30.775239,76.782513,2367690967,karen68@example.net,2024-08-23,True,88.0,7.0,3817.83,545.4042857142857,57.41428571428572,Cod,7.0,2022-06-26,2025-04-03,1100.0,Silver,36.0,157.0
CUST_00028,Stephanie Freeman,40,Female,Jaipur,26.88592,75.749289,2678065627298,millerroy@example.com,2021-07-18,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2021-07-18,2021-07-18,0.0,New,0.0,0.0
CUST_00029,James Lewis,27,Female,Hyderabad,17.391523,78.468337,256246417080531,jamessmith@example.org,2022-01-11,True,118.0,4.0,1476.43,369.1075,68.64750000000001,Upi,4.0,2022-11-13,2025-03-04,960.0,At Risk,32.0,240.0
CUST_00030,Michael Elliott,23,Female,Surat,21.165922,72.874002,6743529912,hickmanbarbara@example.com,2023-05-17,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2023-05-17,2023-05-17,0.0,New,0.0,0.0
CUST_00031,Christina Vargas,36,Female,Mumbai,19.039246,72.862601,173124919058651,gshort@example.com,2023-01-30,True,814.0,2.0,1125.85,562.925,31.59,Upi,2.0,2022-04-10,2023-04-08,1177.0,Churned,39.0,588.0
CUST_00032,Sandra Zimmerman,45,Female,Hyderabad,17.396168,78.535423,628949877694531,karenhudson@example.net,2023-03-23,True,286.0,4.0,895.07,223.7675,13.985,Upi,4.0,2022-03-23,2024-09-17,1195.0,Churned,39.0,298.0
CUST_00033,Johnny Nguyen,26,Female,Mumbai,19.100242,72.843245,53584549480831,ppeters@example.net,2024-01-19,True,541.0,6.0,2824.1,470.68333333333334,67.36833333333333,Upi,6.0,2022-02-03,2024-01-06,1243.0,Churned,41.0,207.0
CUST_00034,Katherine Mcguire,30,Female,Hyderabad,17.41961,78.44593,7438634957,michael74@example.com,2022-02-20,True,18.0,5.0,3250.87,650.174,9.204,Upi,4.0,2022-12-24,2025-06-12,919.0,Silver,30.0,183.0
CUST_00035,Nathan Stewart,27,Male,Chennai,13.106823,80.275868,168253374989413,harry08@example.org,2022-05-02,True,2.0,7.0,4282.150000000001,611.7357142857144,0.0,Upi,7.0,2022-05-27,2025-06-28,1130.0,Silver,37.0,161.0
CUST_00036,Anthony Carter,19,Male,Mumbai,19.081253,72.870679,7714094777,kingmichelle@example.org,2020-07-22,True,143.0,2.0,405.68,202.84,17.27,Upi,2.0,2024-12-13,2025-02-07,199.0,At Risk,6.0,99.0
CUST_00037,Benjamin Soto,32,Male,Kolkata,22.578588,88.401371,8225941318,chayes@example.com,2025-01-02,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2025-01-02,2025-01-02,0.0,New,0.0,0.0
CUST_00038,Elizabeth Oliver DDS,45,Male,Chandigarh,30.756956,76.762619,181393412328120,ocarter@example.com,2022-05-28,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2022-05-28,2022-05-28,0.0,New,0.0,0.0
CUST_00039,Jordan Mcdaniel,31,Male,Bhopal,23.256969,77.382557,4936618324210,scott74@example.net,2023-06-04,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2023-06-04,2023-06-04,0.0,New,0.0,0.0
CUST_00040,Kathryn Snyder,22,Male,Kolkata,22.555426,88.400335,5902659401,barbara27@example.net,2023-10-05,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2023-10-05,2023-10-05,0.0,New,0.0,0.0
CUST_00041,Catherine Richards,23,Male,Chennai,13.120404,80.246822,167187565512567,gibsonleonard@example.com,2020-12-26,True,417.0,6.0,3172.33,528.7216666666667,28.28333333333333,Upi,6.0,2022-01-25,2024-05-09,1252.0,Churned,41.0,208.0
CUST_00042,Jennifer Robertson,53,Male,Chennai,13.093321,80.271842,9879603859,harrisandrea@example.com,2023-09-23,True,52.0,5.0,2672.64,534.528,76.93199999999999,Upi,5.0,2022-02-10,2025-05-09,1236.0,Silver,41.0,247.0
CUST_00043,Kari Johnson,21,Female,Lucknow,26.850545,80.968143,139342480861317,scantu@example.net,2022-04-29,True,5.0,5.0,3152.46,630.492,0.0,Credit Card,5.0,2022-01-04,2025-06-25,1273.0,Silver,42.0,254.0
CUST_00044,John Kennedy,57,Female,Surat,21.182516,72.847439,6822639821465,jessica99@example.net,2024-03-01,True,75.0,11.0,5026.24,456.9309090909091,3.9036363636363633,Upi,11.0,2022-04-28,2025-04-16,1159.0,Gold,38.0,105.0
CUST_00045,Jill Washington,22,Female,Coimbatore,11.022241,76.924984,988867533963605,ymcneil@example.net,2021-04-17,True,1.0,3.0,1080.1100000000001,360.0366666666667,44.48333333333333,Cod,3.0,2022-02-14,2025-06-29,1232.0,Silver,41.0,410.0
CUST_00046,Andrew Shaw MD,36,Male,Pune,18.499091,73.849689,3719870262,matthew61@example.com,2024-07-15,True,280.0,4.0,1638.2900000000002,409.57250000000005,39.535000000000004,Upi,4.0,2022-10-01,2024-09-23,1003.0,Churned,33.0,250.0
CUST_00047,Eugene Higgins,34,Female,Surat,21.199574,72.877083,1478609134316117,williamslaura@example.com,2023-01-18,True,96.0,6.0,2310.52,385.08666666666664,39.27833333333333,Upi,6.0,2022-03-06,2025-03-26,1212.0,At Risk,40.0,202.0
CUST_00048,Charles Schmidt,50,Female,Surat,21.18748,72.803564,19224219693,stevenking@example.com,2020-01-30,True,57.0,5.0,2460.5299999999997,492.10599999999994,32.186,Credit Card,5.0,2022-03-25,2025-05-04,1193.0,Silver,39.0,238.0
CUST_00049,Julie Roberts,55,Male,Mumbai,19.067444,72.890677,19216759464,yvonnecastaneda@example.org,2022-01-06,True,105.0,6.0,2210.1600000000003,368.36000000000007,18.436666666666667,Upi,6.0,2022-01-20,2025-03-17,1257.0,At Risk,41.0,209.0
CUST_00050,Ian Phillips,24,Female,Chandigarh,30.772566,76.815444,17405640909743,christinebyrd@example.net,2021-02-28,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2021-02-28,2021-02-28,0.0,New,0.0,0.0
CUST_00051,Stephanie Lucas,30,Female,Bhopal,23.301647,77.374736,77069521456232,jonathansummers@example.com,2022-07-05,True,474.0,7.0,2991.3,427.3285714285715,13.147142857142857,Credit Card,7.0,2022-07-19,2024-03-13,1077.0,Churned,35.0,153.0
CUST_00052,Gina Wilson,35,Female,Ahmedabad,23.022978,72.604457,6233685160,vrichardson@example.net,2022-03-25,True,261.0,2.0,1387.46,693.73,8.31,Wallet,2.0,2022-05-11,2024-10-12,1146.0,Churned,38.0,573.0
CUST_00053,Samantha Bentley,20,Male,Coimbatore,11.030566,76.982381,3379098593,debra12@example.org,2020-04-25,True,546.0,4.0,2222.5,555.625,21.7275,Cod,4.0,2022-03-18,2024-01-01,1200.0,Churned,40.0,300.0
CUST_00054,Johnathan Davis,54,Male,Surat,21.153785,72.870403,18263758692,rgilbert@example.org,2023-02-25,True,72.0,6.0,2785.08,464.18,33.40833333333334,Upi,6.0,2022-05-02,2025-04-19,1155.0,Silver,38.0,192.0
CUST_00055,Jeremy Young,21,Male,Bangalore,12.975861,77.586177,5152850643171,buchananjohn@example.org,2024-10-20,True,206.0,3.0,1608.32,536.1066666666667,0.0,Upi,3.0,2022-10-25,2024-12-06,979.0,Churned,32.0,326.0
CUST_00056,Ronald Spencer,39,Male,Pune,18.505576,73.882048,14336529042,danieldelacruz@example.org,2020-02-16,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2020-02-16,2020-02-16,0.0,New,0.0,0.0
CUST_00057,Richard Chapman,24,Male,Indore,22.672502,75.841313,9249026811,william17@example.net,2021-11-19,True,283.0,10.0,4251.889999999999,425.18899999999996,35.916999999999994,Upi,10.0,2022-04-12,2024-09-20,1175.0,Churned,39.0,117.0
CUST_00058,Amanda Logan,59,Female,Pune,18.561093,73.865889,1784470076617711,martinezclaudia@example.net,2024-08-30,True,121.0,5.0,2547.48,509.496,35.85,Upi,5.0,2022-02-10,2025-03-01,1236.0,At Risk,41.0,247.0
CUST_00059,Jane Harper,24,Male,Delhi,28.675266,77.085185,77899611836736,gperry@example.com,2023-08-18,True,439.0,4.0,2907.9700000000003,726.9925000000001,48.964999999999996,Upi,4.0,2023-01-09,2024-04-17,903.0,Churned,30.0,225.0
CUST_00060,David Mckay,53,Male,Pune,18.545302,73.811909,1771311161528098,qgomez@example.com,2020-06-08,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2020-06-08,2020-06-08,0.0,New,0.0,0.0
CUST_00061,Lindsay Bell,55,Male,Hyderabad,17.337038,78.451938,17833273158,audrey68@example.net,2025-03-21,True,128.0,10.0,4475.41,447.541,30.167,Upi,10.0,2022-04-08,2025-02-22,1179.0,At Risk,39.0,117.0
CUST_00062,Kristin Lynch,36,Female,Surat,21.136979,72.841825,1440224455022961,reesejason@example.com,2023-11-10,True,322.0,7.0,3396.6,485.2285714285714,0.0,Credit Card,7.0,2022-04-20,2024-08-12,1167.0,Churned,38.0,166.0
CUST_00063,Jacob Griffith,20,Male,Delhi,28.721835,77.148317,1999810229014767,jason81@example.com,2023-08-28,True,84.0,9.0,4267.75,474.19444444444446,11.414444444444444,Upi,9.0,2022-01-03,2025-04-07,1274.0,Silver,42.0,141.0
CUST_00064,Michael Watkins,28,Male,Chandigarh,30.751726,76.809953,740336900343244,jimenezryan@example.org,2023-03-27,True,89.0,7.0,3645.56,520.7942857142857,16.087142857142858,Credit Card,7.0,2022-11-11,2025-04-02,962.0,Silver,32.0,137.0
CUST_00065,Crystal Hansen,18,Female,Lucknow,26.797965,80.938206,1851660607159696,sullivantammy@example.org,2025-04-04,True,241.0,10.0,4912.7,491.27,31.287,Upi,10.0,2022-06-12,2024-11-01,1114.0,Churned,37.0,111.0
CUST_00066,Michael Cox,37,Female,Pune,18.566947,73.833708,313369681645352,rebeccabailey@example.net,2025-06-28,True,670.0,1.0,421.67,421.67,23.47,Upi,1.0,2023-08-30,2023-08-30,670.0,Churned,22.0,0.0
CUST_00067,Cynthia Thomas,25,Female,Jaipur,26.945473,75.745966,9297212779,edward17@example.com,2025-05-15,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2025-05-15,2025-05-15,0.0,New,0.0,0.0
CUST_00068,Donald Brown,25,Female,Hyderabad,17.353184,78.457912,814977005411998,colelisa@example.net,2021-08-07,True,948.0,2.0,823.81,411.905,4.35,Credit Card,2.0,2022-11-15,2022-11-25,958.0,Churned,31.0,479.0
CUST_00069,John Hernandez,22,Female,Kolkata,22.531161,88.385907,9719518203,michaelhardin@example.com,2023-06-24,True,363.0,6.0,3251.11,541.8516666666667,61.31666666666666,Credit Card,6.0,2022-04-03,2024-07-02,1184.0,Churned,39.0,197.0
CUST_00070,Meghan Williams,55,Male,Bhopal,23.211624,77.392024,145175186449251,tammy62@example.net,2020-09-20,True,232.0,7.0,3737.75,533.9642857142857,44.64142857142857,Credit Card,7.0,2022-01-18,2024-11-10,1259.0,Churned,41.0,179.0
CUST_00071,James Conner,37,Male,Hyderabad,17.434663,78.491739,4815685054,stacey73@example.org,2021-03-03,True,38.0,10.0,4701.92,470.192,9.479000000000001,Upi,10.0,2022-06-16,2025-05-23,1110.0,Silver,37.0,111.0
CUST_00072,Edward French,22,Male,Ahmedabad,22.984455,72.574986,988205929622292,udiaz@example.org,2023-10-12,True,696.0,4.0,2689.08,672.27,32.955,Upi,4.0,2022-02-11,2023-08-04,1235.0,Churned,41.0,308.0
CUST_00073,Nicole Bowers,55,Other,Bangalore,12.974064,77.5729,9836473597,ashaw@example.org,2021-09-12,True,599.0,6.0,2513.4,418.90000000000003,10.745,Upi,6.0,2022-02-19,2023-11-09,1227.0,Churned,40.0,204.0
CUST_00074,Brenda Wright,22,Female,Hyderabad,17.347658,78.441252,147588181412478,pottsjeffrey@example.com,2022-12-22,True,230.0,4.0,1813.02,453.255,116.28,Credit Card,4.0,2022-01-22,2024-11-12,1255.0,Churned,41.0,313.0
CUST_00075,Jennifer Sanders,55,Female,Chennai,13.07964,80.264747,2366153051522,ihorton@example.net,2023-12-28,True,71.0,3.0,1705.9,568.6333333333333,51.31,Cod,3.0,2023-02-13,2025-04-20,868.0,Silver,28.0,289.0
CUST_00076,Aaron Miller,55,Male,Mumbai,19.033408,72.890645,2325898614341,nfowler@example.com,2020-07-14,True,343.0,4.0,1987.77,496.9425,34.1675,Upi,4.0,2022-06-20,2024-07-22,1106.0,Churned,36.0,276.0
CUST_00077,Taylor Carlson,27,Female,Bangalore,12.982232,77.623674,7895324609,qlopez@example.org,2024-06-14,True,6.0,9.0,2793.9700000000003,310.4411111111111,21.996666666666666,Credit Card,7.0,2022-01-25,2025-06-24,1252.0,Silver,41.0,139.0
CUST_00078,Andrea Fox,54,Other,Jaipur,26.892938,75.799403,588306706540515,dennis58@example.com,2025-06-20,True,190.0,9.0,3316.23,368.47,9.077777777777776,Upi,8.0,2022-02-16,2024-12-22,1230.0,Churned,41.0,136.0
CUST_00079,Richard Marshall,19,Female,Chandigarh,30.699006,76.746781,17726217043030,ihays@example.com,2022-02-26,True,83.0,6.0,2592.44,432.0733333333333,14.208333333333334,Credit Card,6.0,2022-03-12,2025-04-08,1206.0,Silver,40.0,201.0
CUST_00080,Matthew Mitchell,24,Male,Mumbai,19.054272,72.913661,1705641566765277,acostachristian@example.net,2021-07-14,True,361.0,7.0,3563.2700000000004,509.0385714285715,46.37571428571429,Upi,7.0,2022-09-03,2024-07-04,1031.0,Churned,34.0,147.0
CUST_00081,Erica Miller,22,Male,Hyderabad,17.349899,78.463263,1644279627570596,lambertrichard@example.net,2021-05-12,True,14.0,6.0,2995.99,499.33166666666665,12.051666666666668,Credit Card,6.0,2022-09-01,2025-06-16,1033.0,Silver,34.0,172.0
CUST_00082,Brenda Lawson,49,Female,Mumbai,19.054861,72.840135,9027135569092,scott19@example.org,2024-07-02,True,89.0,9.0,5924.849999999999,658.3166666666666,0.0,Upi,9.0,2022-09-12,2025-04-02,1022.0,Silver,34.0,113.0
CUST_00083,Ernest Ramirez,24,Male,Chandigarh,30.726503,76.761632,6029786814,wendymitchell@example.com,2021-09-13,True,479.0,7.0,3759.62,537.0885714285714,6.304285714285713,Credit Card,7.0,2022-02-03,2024-03-08,1243.0,Churned,41.0,177.0
CUST_00084,Samuel Hayes,37,Female,Delhi,28.671619,77.104396,17715551884422,gallowaylaura@example.org,2024-03-14,True,234.0,3.0,1625.19,541.73,32.193333333333335,Credit Card,3.0,2023-05-29,2024-11-08,763.0,Churned,25.0,254.0
CUST_00085,Julian Wood,53,Other,Chennai,13.079701,80.261535,18298114678,martinezlogan@example.org,2023-10-30,True,193.0,8.0,3611.36,451.42,32.71625,Credit Card,7.0,2022-06-29,2024-12-19,1097.0,Churned,36.0,137.0
CUST_00086,Joseph Anderson,20,Female,Delhi,28.735457,77.10751,1789522680182422,stacey84@example.org,2022-02-17,True,154.0,5.0,2128.99,425.79799999999994,23.428,Cod,5.0,2023-04-08,2025-01-27,814.0,At Risk,27.0,162.0
CUST_00087,Tyler Hill,43,Female,Kolkata,22.522715,88.400837,174928182992299,millerstacy@example.net,2022-04-02,True,502.0,3.0,1658.6399999999999,552.88,60.300000000000004,Credit Card,3.0,2022-08-21,2024-02-14,1044.0,Churned,34.0,348.0
CUST_00088,Pamela Butler,51,Female,Mumbai,19.101999,72.848056,140798447364710,nwashington@example.com,2025-02-27,True,15.0,4.0,2842.5,710.625,16.63,Debit Card,4.0,2022-03-12,2025-06-15,1206.0,Silver,40.0,301.0
CUST_00089,Scott Flores,22,Female,Coimbatore,11.046731,76.976778,9625588153714,colinroberts@example.com,2025-03-26,True,59.0,10.0,5519.54,551.954,13.24,Credit Card,10.0,2022-11-23,2025-05-02,950.0,Gold,31.0,95.0
CUST_00090,Victor Barrera,62,Female,Mumbai,19.072145,72.839447,995532787747016,brandywilliams@example.com,2024-03-17,True,45.0,6.0,3038.15,506.35833333333335,8.065,Credit Card,6.0,2022-04-07,2025-05-16,1180.0,Silver,39.0,196.0
CUST_00091,Sarah Chambers,48,Other,Ahmedabad,22.996873,72.576527,58071624565060,charles87@example.net,2022-05-19,True,213.0,3.0,1419.2,473.06666666666666,2.1133333333333333,Net Banking,3.0,2022-10-07,2024-11-29,997.0,Churned,33.0,332.0
CUST_00092,Lisa Carr,27,Female,Coimbatore,11.008294,76.999225,8162558523,williamsjennifer@example.com,2024-06-01,True,773.0,5.0,2569.5600000000004,513.912,14.918000000000001,Upi,5.0,2022-04-04,2023-05-19,1183.0,Churned,39.0,236.0
CUST_00093,Larry Robertson,31,Female,Indore,22.756126,75.852355,695926949588879,richardsonemily@example.com,2024-12-18,True,135.0,7.0,2747.13,392.44714285714286,43.36,Upi,7.0,2022-02-26,2025-02-15,1220.0,At Risk,40.0,174.0
CUST_00094,Steven Wiggins,69,Female,Kolkata,22.620677,88.337781,180947499309728,anthonyvaughan@example.org,2021-08-15,True,113.0,9.0,5349.93,594.4366666666667,22.6,Upi,9.0,2022-01-12,2025-03-09,1265.0,At Risk,42.0,140.0
CUST_00095,Erik Hernandez,50,Female,Indore,22.708208,75.874069,19368897028385,sue78@example.com,2024-08-24,True,18.0,8.0,3188.09,398.51125,34.6975,Upi,8.0,2022-06-09,2025-06-12,1117.0,Silver,37.0,139.0
CUST_00096,Raymond Le,71,Male,Bangalore,12.931636,77.629104,194977334843443,ybailey@example.net,2022-04-29,True,1076.0,2.0,1091.23,545.615,0.0,Upi,2.0,2022-01-27,2022-07-20,1250.0,Churned,41.0,625.0
CUST_00097,Kenneth Daniels,44,Other,Coimbatore,10.974283,76.983953,65264041574733,danielyang@example.org,2022-01-23,True,126.0,9.0,3725.4900000000002,413.9433333333334,52.05555555555556,Upi,9.0,2022-07-15,2025-02-24,1081.0,At Risk,36.0,120.0
CUST_00098,Taylor Perez,42,Female,Lucknow,26.834701,80.927866,4018657120,mwoods@example.com,2022-09-24,True,326.0,12.0,7303.47,608.6225000000001,44.50583333333333,Upi,11.0,2022-05-02,2024-08-08,1155.0,Gold,38.0,96.0
CUST_00099,Anthony Mack,25,Female,Bhopal,23.301993,77.462343,129328026206724,ashley15@example.com,2023-11-12,True,0.0,5.0,2202.06,440.412,0.0,Credit Card,5.0,2022-07-08,2025-06-30,1088.0,Silver,36.0,217.0
CUST_00100,Kimberly Snyder DVM,19,Male,Pune,18.473295,73.839137,574431527420549,gwilcox@example.com,2020-09-26,True,141.0,4.0,1695.3,423.825,16.4975,Cod,4.0,2022-06-04,2025-02-09,1122.0,At Risk,37.0,280.0
CUST_00101,Brandon Holden,33,Female,Kolkata,22.601852,88.330898,25360463745499,heather01@example.com,2022-08-11,True,620.0,3.0,1707.63,569.21,9.383333333333333,Upi,3.0,2022-08-07,2023-10-19,1058.0,Churned,35.0,352.0
CUST_00102,Michael Leblanc,70,Male,Indore,22.715715,75.833098,17418459332727,ztodd@example.net,2021-11-09,True,116.0,8.0,4620.139999999999,577.5174999999999,48.7625,Upi,7.0,2023-02-27,2025-03-06,854.0,At Risk,28.0,106.0
CUST_00103,Melanie Larson,31,Male,Mumbai,19.084757,72.891594,5874851910,markmeyer@example.org,2021-09-30,True,255.0,5.0,3329.49,665.8979999999999,40.54,Upi,5.0,2022-02-26,2024-10-18,1220.0,Churned,40.0,244.0
CUST_00104,Katherine Nolan,61,Female,Chennai,13.043365,80.258836,2078286790874,lisa39@example.org,2020-05-20,True,88.0,5.0,2122.4300000000003,424.48600000000005,6.675999999999999,Upi,5.0,2022-12-12,2025-04-03,931.0,Silver,31.0,186.0
CUST_00105,Michael Weaver,22,Female,Chennai,13.110531,80.31806,7178046226,ykane@example.com,2020-09-06,False,0.0,0.0,0.0,0.0,0.0,UPI,0.0,2020-09-06,2020-09-06,0.0,New,0.0,0.0
CUST_00106,Mary Ryan,40,Male,Chandigarh,30.746962,76.791489,185182868230047,johnreed@example.com,2021-08-08,True,57.0,8.0,3584.6,448.075,14.36875,Credit Card,8.0,2022-12-16,2025-05-04,927.0,Silver,30.0,115.0
CUST_00107,Molly Rodriguez,37,Male,Chandigarh,30.727382,76.787357,1269803311907903,nyoung@example.org,2021-03-11,True,583.0,5.0,2734.6099999999997,546.9219999999999,66.96,Debit Card,5.0,2022-09-06,2023-11-25,1028.0,Churned,34.0,205.0
CUST_00108,Donna Cabrera,22,Female,Delhi,28.741746,77.089086,169529953428364,conniesimmons@example.com,2020-05-25,True,199.0,9.0,5648.95,627.661111111111,22.267777777777777,Upi,9.0,2022-01-23,2024-12-13,1254.0,Churned,41.0,139.0
CUST_00109,Teresa Powers,55,Male,Chennai,13.044217,80.316989,956262462873342,jfaulkner@example.net,2021-02-20,True,153.0,9.0,4088.2200000000003,454.24666666666667,17.97,Upi,9.0,2022-05-01,2025-01-28,1156.0,At Risk,38.0,128.0
CUST_00110,David Rivera,51,Male,Hyderabad,17.388657,78.482179,2753183046,lindamatthews@example.net,2024-10-02,True,27.0,9.0,4744.81,527.2011111111111,5.0055555555555555,Credit Card,7.0,2022-01-06,2025-06-03,1271.0,Silver,42.0,141.0
