driver_id,name,age,city,latitude,longitude,vehicle_type,rating,join_date,is_active,total_deliveries,avg_travel_time,avg_distance,on_time_rate,efficiency_score
DRV_0054,Colin Perez,41,Jaipur,26.92305,75.749361,Motorcycle,4.1,2023-01-13,True,99.0,23.818181818181817,7.092020202020202,0.9292929292929293,67.00383536386684
DRV_0055,Stephanie Lewis,24,Coimbatore,10.967778,76.972784,Motorcycle,3.6,2023-08-27,True,103.0,24.864077669902912,7.5535922330097085,0.8932038834951457,62.06379198398937
DRV_0056,Jennifer Thompson,20,Pune,18.478527,73.806712,Scooter,3.8,2022-06-02,False,0.0,0.0,0.0,0.0,45.2
DRV_0057,Denise Burgess,46,Chennai,13.081461,80.234657,Scooter,3.3,2023-02-24,True,96.0,23.770833333333332,6.9589583333333325,0.9270833333333334,63.74476462103331
DRV_0058,Chad Clark,43,Kolkata,22.606653,88.375937,Bicycle,4.6,2023-03-22,True,83.0,25.289156626506024,7.708554216867469,0.9036144578313253,66.12278729394367
DRV_0059,Maureen Baker,25,Hyderabad,17.423799,78.523124,Motorcycle,4.2,2024-08-09,False,0.0,0.0,0.0,0.0,46.800000000000004
DRV_0060,Brian Ashley,47,Chandigarh,30.775252,76.76924,Motorcycle,3.0,2021-06-30,True,112.0,23.6875,7.8654464285714285,0.9464285714285714,63.602506462852645
DRV_0061,Tammy Jackson,46,Chennai,13.117733,80.280892,Scooter,3.9,2021-09-08,False,0.0,0.0,0.0,0.0,45.6
DRV_0062,Dennis Johnson,33,Indore,22.742646,75.856347,Motorcycle,3.8,2021-11-13,False,0.0,0.0,0.0,0.0,45.2
DRV_0063,Paul Robinson,47,Ahmedabad,22.977579,72.563669,Bicycle,3.8,2022-06-08,True,89.0,24.089887640449437,7.365280898876405,0.9213483146067416,65.1115975211945
DRV_0064,Karen Gonzalez,25,Mumbai,19.107496,72.892555,Car,4.8,2024-10-28,False,0.0,0.0,0.0,0.0,49.2
DRV_0065,Melissa Flynn,41,Indore,22.745913,75.883616,Motorcycle,3.6,2023-07-20,True,79.0,23.848101265822784,7.572278481012659,0.9367088607594937,65.34214662032288
DRV_0066,Amanda Wallace,42,Chennai,13.069789,80.25945,Car,4.7,2023-08-23,True,84.0,23.583333333333332,8.077619047619047,0.9523809523809523,70.8132254317935
DRV_0067,Andrew Montes,32,Bangalore,12.95679,77.635616,Car,3.0,2023-04-11,True,99.0,24.95959595959596,7.562929292929293,0.9191919191919192,60.859483902756914
DRV_0068,Jared Clark,29,Mumbai,19.051305,72.920264,Scooter,3.9,2021-01-02,False,0.0,0.0,0.0,0.0,45.6
DRV_0069,Alicia Terrell,36,Bangalore,12.95076,77.637085,Motorcycle,4.6,2023-08-26,True,87.0,23.25287356321839,7.588850574712644,0.9770114942528736,72.00355227578972
DRV_0070,Angelica Clark,30,Surat,21.160942,72.85374,Bicycle,4.6,2021-08-02,True,94.0,24.904255319148938,7.455106382978723,0.9148936170212766,67.10465540619717
DRV_0071,Jordan Burns,23,Lucknow,26.892715,80.936739,Scooter,4.0,2024-03-08,True,127.0,25.393700787401574,7.833464566929134,0.905511811023622,63.704145164387896
DRV_0072,Nancy Neal,48,Chandigarh,30.72778,76.732928,Motorcycle,4.7,2024-03-26,False,0.0,0.0,0.0,0.0,48.8
DRV_0073,Dr. Gabriel Donaldson Jr.,47,Surat,21.124204,72.798841,Motorcycle,3.6,2022-05-13,False,0.0,0.0,0.0,0.0,44.39999999999999
DRV_0074,Christopher Smith MD,26,Bangalore,12.984535,77.640462,Scooter,4.2,2021-05-17,True,97.0,24.443298969072163,8.518865979381443,0.9381443298969072,67.16767866847275
DRV_0075,David Ballard,43,Chandigarh,30.68428,76.742877,Motorcycle,3.2,2023-12-14,True,84.0,27.238095238095237,8.189404761904761,0.8809523809523809,57.273605335131684
DRV_0076,Valerie Montoya,28,Ahmedabad,22.996869,72.615392,Motorcycle,3.8,2023-08-09,True,105.0,25.01904761904762,7.299428571428572,0.9333333333333333,64.70200442096588
DRV_0077,Christopher Gould,26,Coimbatore,10.975018,77.000931,Motorcycle,4.9,2022-03-24,True,98.0,23.102040816326532,7.763673469387755,0.9387755102040817,71.45552112268983
DRV_0078,Donna Novak,47,Mumbai,19.079275,72.834993,Bicycle,3.2,2021-08-28,True,86.0,25.0,8.270348837209303,0.9418604651162791,62.749042138583434
DRV_0079,Linda Gonzales,44,Delhi,28.745291,77.079966,Motorcycle,4.7,2024-05-28,True,105.0,23.65714285714286,7.222666666666667,0.9238095238095239,69.30451463039977
DRV_0080,Raymond Tucker,36,Jaipur,26.940621,75.749273,Car,3.1,2020-12-07,False,0.0,0.0,0.0,0.0,42.4
DRV_0081,Bryan Hall,38,Hyderabad,17.357922,78.496261,Motorcycle,4.7,2023-03-19,True,89.0,23.853932584269664,8.330112359550562,0.9438202247191011,70.09138341039083
DRV_0082,Diane Owens,50,Bangalore,12.986557,77.59254,Motorcycle,3.1,2021-02-18,True,95.0,24.294736842105262,7.435052631578948,0.9368421052631579,62.86387013955029
DRV_0083,Jeffery Ortiz,44,Coimbatore,10.991331,76.914771,Motorcycle,4.5,2024-10-28,True,82.0,24.646341463414632,7.315243902439025,0.9390243902439024,68.19122642052542
DRV_0084,Ann Richard,22,Chandigarh,30.691751,76.752216,Scooter,3.8,2023-03-15,True,93.0,24.376344086021504,7.851397849462365,0.9247311827956989,64.96971819666167
DRV_0085,Allison Marquez,32,Chandigarh,30.684254,76.776486,Motorcycle,3.4,2022-02-15,True,92.0,23.358695652173914,8.25,0.9565217391304348,66.064167208292
DRV_0086,Bruce Hobbs,48,Chennai,13.05281,80.264014,Car,3.3,2022-01-27,False,0.0,0.0,0.0,0.0,43.199999999999996
DRV_0087,Eric Stokes,27,Chandigarh,30.758366,76.810715,Scooter,4.3,2020-09-16,False,0.0,0.0,0.0,0.0,47.199999999999996
DRV_0088,Shelby Montgomery,49,Chandigarh,30.744557,76.811362,Motorcycle,3.9,2021-05-25,False,0.0,0.0,0.0,0.0,45.6
DRV_0089,Sheila Ward,48,Hyderabad,17.432525,78.532058,Bicycle,3.4,2022-05-11,False,0.0,0.0,0.0,0.0,43.599999999999994
DRV_0090,Lisa Lopez,35,Chandigarh,30.724541,76.74485,Scooter,3.0,2020-08-14,True,96.0,25.197916666666668,8.2009375,0.8958333333333334,59.432795698924735
DRV_0091,Jesse Sweeney,35,Bangalore,12.938955,77.616991,Bicycle,4.5,2023-10-14,False,0.0,0.0,0.0,0.0,48.0
DRV_0092,Christine Figueroa,39,Mumbai,19.059849,72.835835,Motorcycle,4.6,2020-06-25,True,115.0,25.321739130434782,7.712086956521739,0.9130434782608695,66.55886156056512
DRV_0093,Tammy Hill,35,Bangalore,12.955303,77.571033,Motorcycle,4.3,2022-05-31,True,107.0,23.897196261682243,7.092523364485981,0.9439252336448598,68.4496599189688
DRV_0094,Ronald Callahan,48,Coimbatore,11.007255,77.000301,Motorcycle,4.0,2020-08-29,True,106.0,23.40566037735849,7.650283018867924,0.9150943396226415,66.3418048483589
DRV_0095,James Williams,37,Coimbatore,11.058834,76.927247,Motorcycle,4.3,2021-04-28,True,91.0,24.791208791208792,7.987912087912088,0.9560439560439561,68.08491367012218
DRV_0096,Betty Parker,37,Lucknow,26.853013,80.976173,Car,3.9,2021-07-31,True,82.0,26.658536585365855,8.314024390243903,0.8902439024390244,61.16744257450443
DRV_0097,Gerald Dunlap,29,Bangalore,12.971479,77.631011,Bicycle,3.1,2021-10-18,True,99.0,25.09090909090909,7.628787878787879,0.898989898989899,60.10680844638359
DRV_0098,Abigail Zimmerman,24,Mumbai,19.037942,72.879048,Scooter,3.8,2022-01-02,False,0.0,0.0,0.0,0.0,45.2
DRV_0099,Elizabeth Sweeney,28,Chennai,13.05373,80.319799,Motorcycle,4.7,2023-12-29,False,0.0,0.0,0.0,0.0,48.8
DRV_0100,Jennifer Gilmore,27,Kolkata,22.584841,88.387227,Car,3.3,2021-01-30,True,75.0,23.226666666666667,8.283066666666667,0.92,63.981431943351694
DRV_0101,James Carter,28,Indore,22.67991,75.888362,Motorcycle,3.4,2023-08-12,True,85.0,25.388235294117646,7.536941176470588,0.9176470588235294,61.91684176424307
DRV_0102,Dawn Powell,44,Delhi,28.697809,77.059573,Scooter,4.5,2021-12-01,True,94.0,24.617021276595743,6.911489361702127,0.9042553191489362,66.48460752967173
DRV_0103,Victor Harris,39,Chandigarh,30.707605,76.735789,Motorcycle,4.3,2020-10-09,True,94.0,23.45744680851064,7.589787234042554,0.9468085106382979,69.07128580276881
DRV_0104,Michael Quinn,26,Coimbatore,11.025208,76.974363,Motorcycle,4.3,2022-07-11,True,101.0,24.376237623762375,6.958514851485148,0.9207920792079208,66.77287860965482
DRV_0105,Pamela Buckley,44,Hyderabad,17.364605,78.478598,Bicycle,3.7,2020-10-01,False,0.0,0.0,0.0,0.0,44.8
DRV_0106,Michele Reyes,28,Lucknow,26.799686,80.972203,Scooter,3.6,2022-02-23,True,98.0,23.5,7.306938775510204,0.9183673469387755,64.80302509674209
DRV_0107,Sarah Boyd,46,Chandigarh,30.724191,76.731091,Scooter,4.3,2024-07-09,True,96.0,24.083333333333332,8.034270833333332,0.9479166666666666,68.4471315237346
DRV_0108,Melody Moreno,38,Chandigarh,30.76243,76.776533,Motorcycle,3.5,2023-02-21,True,96.0,24.604166666666668,7.642083333333333,0.9270833333333334,63.63996525045895
DRV_0109,Brittany Raymond,42,Bangalore,12.941125,77.55554,Bicycle,4.6,2021-10-22,True,86.0,25.6046511627907,7.763372093023255,0.9069767441860465,65.94835050225971
DRV_0110,Michelle Silva,35,Surat,21.177472,72.837197,Scooter,4.7,2024-09-22,True,90.0,24.955555555555556,7.8886666666666665,0.9111111111111111,67.25983040475566
DRV_0111,Bruce Watts,39,Indore,22.747633,75.817171,Motorcycle,3.7,2024-09-10,True,92.0,24.869565217391305,7.441413043478261,0.9456521739130435,65.08024834946806
DRV_0112,Crystal Johnson,29,Pune,18.5304,73.881552,Motorcycle,4.0,2020-12-07,True,95.0,24.126315789473683,8.394947368421052,0.9578947368421052,67.6993664333927
DRV_0113,Elizabeth Myers,36,Indore,22.721022,75.834319,Motorcycle,3.2,2023-04-18,True,86.0,24.453488372093023,8.31860465116279,0.9302325581395349,62.761026842076376
DRV_0114,Aaron Alexander,21,Ahmedabad,23.009067,72.589324,Motorcycle,3.4,2024-06-13,True,98.0,23.683673469387756,6.788265306122449,0.9285714285714286,64.31380401098284
DRV_0115,Diane Sanchez,31,Chennai,13.129104,80.269416,Motorcycle,3.3,2020-09-04,False,0.0,0.0,0.0,0.0,43.199999999999996
DRV_0116,James Matthews,48,Kolkata,22.528194,88.319837,Scooter,3.2,2020-08-13,True,92.0,23.77173913043478,7.597173913043478,0.9021739130434783,62.09831012896384
DRV_0117,Roy Thompson,22,Mumbai,19.02725,72.909123,Motorcycle,3.4,2023-07-05,True,88.0,23.136363636363637,7.320113636363636,0.8977272727272727,63.36584292969029
DRV_0118,Michael Diaz,27,Delhi,28.715129,77.136142,Car,3.5,2020-06-17,True,93.0,23.408602150537636,7.573225806451614,0.946236559139785,65.89572176679103
DRV_0119,Taylor Adkins,44,Ahmedabad,23.014314,72.545544,Bicycle,3.9,2024-09-18,False,0.0,0.0,0.0,0.0,45.6
DRV_0120,Elizabeth Quinn,29,Surat,21.159662,72.8007,Motorcycle,4.1,2024-11-15,True,89.0,25.775280898876403,8.576516853932585,0.9101123595505618,63.91986845711154
DRV_0121,Jared Lee,47,Bangalore,12.957453,77.573157,Scooter,4.1,2022-10-06,True,98.0,24.306122448979593,7.633163265306122,0.9387755102040817,66.94817835867627
DRV_0122,Debra Church,42,Bangalore,13.002923,77.552193,Motorcycle,5.0,2023-07-29,True,100.0,22.45,8.0201,0.95,73.12470495672699
DRV_0123,Matthew Wilson,25,Chandigarh,30.706724,76.772689,Motorcycle,4.0,2024-02-19,True,85.0,25.58823529411765,7.710705882352941,0.9058823529411765,63.51145462118758
DRV_0124,Patrick Horton,29,Bangalore,13.013721,77.630455,Bicycle,4.0,2020-06-25,False,0.0,0.0,0.0,0.0,46.0
DRV_0125,Erica Jones,43,Coimbatore,11.041155,76.958001,Scooter,4.1,2024-07-12,True,98.0,22.367346938775512,7.625306122448979,0.9795918367346939,71.09403811878803
DRV_0126,Alejandro Shelton,22,Coimbatore,11.015299,77.00559,Motorcycle,4.2,2020-11-25,True,97.0,23.855670103092784,7.199484536082474,0.9484536082474226,68.32116605968189
DRV_0127,Robert Thompson,25,Kolkata,22.554835,88.327293,Bicycle,3.5,2024-10-03,True,92.0,24.554347826086957,7.3447826086956525,0.9239130434782609,63.53554202442445
DRV_0128,Cody Perez,47,Hyderabad,17.402832,78.507849,Scooter,3.5,2021-06-30,False,0.0,0.0,0.0,0.0,43.99999999999999
DRV_0129,Gabrielle Durham,37,Delhi,28.735397,77.117811,Scooter,3.1,2020-12-27,False,0.0,0.0,0.0,0.0,42.4
DRV_0130,Jennifer Ramirez,32,Ahmedabad,22.999025,72.619079,Motorcycle,5.0,2022-11-13,True,91.0,25.296703296703296,8.00956043956044,0.9230769230769231,68.68771668929026
DRV_0131,Christopher Lee,42,Indore,22.732174,75.83699,Bicycle,4.9,2024-01-28,True,102.0,24.362745098039216,8.08892156862745,0.9509803921568627,70.69694389164006
DRV_0132,Dawn Watkins,48,Bhopal,23.217528,77.436203,Scooter,4.5,2023-05-11,True,93.0,24.365591397849464,8.083010752688173,0.9354838709677419,68.3190274358519
DRV_0133,Christina Higgins MD,50,Ahmedabad,22.992856,72.586388,Scooter,3.7,2021-11-14,True,105.0,23.152380952380952,7.384571428571428,0.9523809523809523,67.28113596343337
DRV_0134,Darren Roberts,25,Hyderabad,17.427783,78.46748,Motorcycle,4.8,2024-07-22,True,101.0,23.544554455445546,7.929603960396039,0.9702970297029703,72.15113382305974
DRV_0135,Donald Morrison,25,Surat,21.213541,72.872829,Bicycle,3.8,2021-02-26,True,103.0,24.106796116504853,8.040776699029127,0.9320388349514563,65.62776500423946
DRV_0136,James Clark,33,Jaipur,26.94302,75.83663,Car,4.6,2024-01-14,True,96.0,23.572916666666668,7.403125,0.9479166666666666,70.20132113821138
DRV_0137,Jamie Lambert,46,Mumbai,19.088306,72.908379,Scooter,3.2,2021-08-12,False,0.0,0.0,0.0,0.0,42.8
DRV_0138,Tracie Burton,40,Coimbatore,10.980763,76.921932,Motorcycle,3.2,2024-03-18,False,0.0,0.0,0.0,0.0,42.8
DRV_0139,Mitchell Marshall,28,Indore,22.682484,75.859326,Bicycle,4.1,2021-12-13,True,83.0,23.843373493975903,7.902409638554216,0.9397590361445783,67.49978861156664
DRV_0140,Matthew Griffith,50,Lucknow,26.856102,80.943571,Scooter,3.9,2024-08-25,True,93.0,24.817204301075268,7.324516129032258,0.9032258064516129,63.815781325347075
DRV_0141,Tracy Long,48,Lucknow,26.826087,80.984176,Scooter,4.0,2023-04-11,True,89.0,26.40449438202247,7.919662921348315,0.898876404494382,62.2748963480936
DRV_0142,Caleb King,38,Pune,18.501797,73.828863,Motorcycle,3.2,2020-11-10,True,113.0,25.761061946902654,7.541327433628318,0.8938053097345132,59.5199543248644
DRV_0143,Bethany Stevens,22,Delhi,28.722946,77.103336,Car,4.1,2024-03-22,True,97.0,24.515463917525775,7.856907216494846,0.865979381443299,63.08107748586631
DRV_0144,Gina Hill,39,Kolkata,22.546618,88.383507,Motorcycle,4.4,2023-12-25,False,0.0,0.0,0.0,0.0,47.6
DRV_0145,Michelle Walsh,27,Hyderabad,17.387416,78.500926,Motorcycle,4.8,2021-11-27,False,0.0,0.0,0.0,0.0,49.2
DRV_0146,Dr. Tracy Stout DDS,27,Pune,18.541762,73.831746,Scooter,3.2,2024-04-11,False,0.0,0.0,0.0,0.0,42.8
DRV_0147,Lauren Adams,22,Indore,22.756008,75.883222,Motorcycle,3.7,2020-06-24,True,76.0,24.80263157894737,8.342894736842105,0.868421052631579,61.29136610211603
DRV_0148,Darrell Thomas,34,Indore,22.722933,75.834414,Motorcycle,4.0,2022-09-17,True,107.0,24.85981308411215,8.411214953271028,0.9065420560747663,64.3353309264175
DRV_0149,Gary Gibson,28,Bhopal,23.258729,77.430699,Motorcycle,4.7,2023-10-04,True,103.0,24.233009708737864,7.975145631067961,0.9611650485436893,70.54703810927869
DRV_0150,Steven Clayton,25,Surat,21.147988,72.870989,Bicycle,4.2,2024-04-01,True,89.0,22.9438202247191,7.581460674157303,0.9550561797752809,69.64134407128776
DRV_0151,Samantha Jones,45,Bangalore,12.942066,77.546399,Bicycle,4.6,2024-07-02,True,91.0,24.32967032967033,7.736263736263736,0.9560439560439561,69.78603332151721
DRV_0152,Antonio Brown,46,Kolkata,22.585004,88.355603,Scooter,4.4,2024-04-19,True,86.0,25.08139534883721,7.799418604651163,0.8837209302325582,64.55368964192267
DRV_0153,David Taylor,39,Hyderabad,17.430396,78.472796,Scooter,4.9,2024-10-24,False,0.0,0.0,0.0,0.0,49.6
DRV_0154,Brad Robertson,46,Surat,21.219642,72.830181,Car,3.1,2021-10-05,False,0.0,0.0,0.0,0.0,42.4
DRV_0155,John Hayes,28,Delhi,28.736594,77.124615,Scooter,5.0,2022-08-13,True,86.0,24.651162790697676,6.837790697674418,0.9069767441860465,68.58360931696339
DRV_0156,Miranda Weiss,43,Indore,22.76363,75.89431,Bicycle,3.5,2023-01-07,False,0.0,0.0,0.0,0.0,43.99999999999999
DRV_0157,Charles Johnson,47,Lucknow,26.865041,80.935141,Bicycle,4.7,2023-09-24,True,90.0,24.38888888888889,7.921,0.9555555555555556,70.09731619896846
DRV_0158,Amy Galvan,28,Bangalore,12.988868,77.612543,Motorcycle,4.0,2023-11-23,True,106.0,23.264150943396228,7.893301886792453,0.9528301886792453,68.38224247732435
DRV_0159,Michael Cooper,34,Chennai,13.113332,80.286217,Bicycle,3.8,2020-06-03,True,112.0,23.669642857142858,8.406964285714286,0.9375,66.37546644936495
DRV_0160,Patricia Reyes,31,Surat,21.175362,72.86476,Motorcycle,4.4,2023-10-08,True,94.0,24.73404255319149,8.024574468085106,0.9042553191489362,65.95755059678257
DRV_0161,Kelly White,26,Hyderabad,17.422878,78.533835,Car,4.9,2024-10-05,True,84.0,25.773809523809526,7.236666666666666,0.9404761904761905,68.63965756247424
DRV_0162,Brenda Edwards,28,Chandigarh,30.726777,76.80159,Motorcycle,4.1,2023-04-29,True,100.0,23.82,7.805599999999999,0.89,65.03721479150275
DRV_0163,Edward Green,28,Bangalore,12.925567,77.576084,Scooter,4.3,2022-01-13,True,85.0,24.16470588235294,7.827411764705883,0.9764705882352941,69.78647660480401
DRV_0164,Judy Wilson,24,Coimbatore,11.055514,76.922047,Motorcycle,3.4,2024-08-25,True,108.0,24.037037037037038,8.13212962962963,0.9351851851851852,64.26082408135909
